"Geneid","LC_C2","LC_C3","LC_C5","LC_C7","LC_C9","LC_S1","LC_S2","LC_S3","LC_S4","LC_S5"
57140,2570,2055,1766,1836,2394,945,1944,2239,1922,1137
57142,5752,3825,4351,5367,6039,1905,3151,4789,6696,2926
57143,249,147,180,184,210,152,193,223,175,235
57144,9,1,14,0,2,2,2,0,0,2
57146,555,640,529,731,532,386,1337,795,1633,3440
57147,530,458,385,224,461,440,625,946,353,730
57148,2900,2516,1943,1255,2523,1774,2337,5423,1657,2483
57149,582,601,389,445,744,373,426,224,715,490
57150,157,219,149,63,141,81,92,171,99,146
57151,0,0,0,0,0,0,0,0,0,0
57152,0,0,0,0,1,0,0,0,0,0
57153,8156,6640,4947,3612,7100,2261,4516,4009,1655,3062
57154,1752,1584,1596,1253,2107,1008,1992,1817,3244,1956
57156,28,10,11,26,23,11,100,584,308,463
57157,1053,739,850,599,809,966,829,1137,1697,1571
57158,158,136,115,415,105,128,199,57,47,71
57159,2,2,1,7,1,0,4,59,1,49
57161,993,762,614,751,884,332,435,2058,142,685
57162,2327,1086,2114,3128,3369,864,1453,1588,1103,1398
57165,127,164,85,88,143,27,119,10,23,102
57167,19,21,14,9,13,67,121,269,19,68
57168,43,48,37,28,37,75,107,48,26,18
57169,3250,2377,2709,3816,3845,1695,2825,2220,1788,1851
57171,206,227,204,107,231,183,332,338,713,227
57172,36,10,22,71,78,15,42,25,20,51
57175,1981,1540,1481,1848,1833,963,1799,3426,2558,1611
57176,0,0,2,0,0,0,3,0,3,0
57178,5358,3947,3876,4158,4523,2250,2405,2928,2220,2208
57179,2580,2868,2085,2013,2631,1505,2105,2704,1894,2470
57180,151,144,149,99,166,131,175,182,106,350
57181,1292,762,711,312,845,841,1084,4632,1913,1214
57182,2948,1950,1411,322,1673,1928,1603,1869,1292,3131
57184,1598,1839,1367,916,1435,1060,1763,1486,940,1533
57185,1475,1929,1300,490,1608,628,1358,897,1187,1105
57186,4358,2668,2558,1860,3118,1437,3076,3239,905,2976
57187,2534,2145,1751,816,1580,1767,1681,4804,2342,3012
57188,1376,860,870,392,1426,112,282,135,78,299
57189,11,9,10,1,12,11,13,22,17,16
57190,4549,3381,3282,3087,4874,2336,4017,3992,2341,3111
57191,28,33,24,2,19,25,60,108,50,33
57192,1214,620,743,1609,928,347,569,400,505,786
57194,1575,1440,1272,250,1509,516,1062,169,1318,281
57198,1799,1516,1332,2631,1585,1878,1646,1464,496,1104
57205,1146,828,928,1047,1107,1023,917,503,1243,526
57209,677,779,574,183,529,597,733,579,355,929
57210,778,855,681,720,747,381,549,1087,536,810
57211,3414,1913,1801,966,1972,311,991,783,770,1310
57212,1030,1110,762,550,957,599,1071,761,741,1042
57213,920,1177,687,207,861,227,252,663,304,230
57214,453,202,330,525,416,690,578,2842,368,1771
57215,632,632,543,477,652,393,545,344,585,461
57216,310,342,435,94,343,425,630,3494,64,181
57217,2461,2283,2051,1756,2489,939,1424,1398,1781,1487
57221,2143,3383,2575,155,3014,500,839,1451,711,4823
57222,4255,4250,3089,4096,4431,2163,2973,3454,8578,5695
57223,3130,3200,2334,1558,2466,2331,3368,5914,3501,3616
57224,1373,1304,1181,613,1295,741,447,448,690,655
57226,1064,894,705,359,763,603,616,666,1141,705
57228,281,328,261,106,351,88,555,377,754,105
57231,2502,2219,1815,954,2295,1254,1130,1977,2238,1931
57232,94,88,53,44,111,60,97,27,61,93
57234,98,94,86,55,85,74,97,430,132,48
57282,43,33,11,0,34,9,24,10,4,15
57291,268,412,219,275,386,319,307,479,358,466
57325,359,385,300,188,343,269,354,460,227,346
57326,2658,2662,2787,3846,3062,1873,3253,4191,1662,3959
57332,90,90,83,42,76,116,145,206,193,118
57333,336,288,317,799,630,887,771,279,607,418
57335,232,206,176,112,203,266,424,294,188,105
57336,267,212,126,63,151,144,179,190,55,112
57337,1391,1089,1084,437,918,743,1131,1854,592,966
57338,14,7,7,5,7,7,18,8,5,2
57343,566,434,408,371,533,375,303,856,481,329
57348,0,0,0,0,0,0,0,0,0,0
57369,0,0,0,0,0,0,0,0,0,0
57379,14,3,4,14,11,14,7,0,2,0
57380,1171,933,685,361,1035,649,1167,1819,941,1509
57381,1796,1167,1024,1245,1568,718,1214,197,250,413
57393,24,48,34,6,33,12,26,25,64,29
57396,1110,1554,1025,376,960,913,1330,543,662,1059
57402,1257,1466,931,44,1515,548,603,2711,2600,1325
57403,1604,1427,1242,886,1365,1029,1543,2713,2621,1150
57404,1553,1413,1037,889,1294,708,1197,966,749,1821
57405,5,0,0,2,0,0,0,4,2,0
57406,618,370,399,486,457,168,230,110,208,137
57407,0,0,0,0,1,0,1,0,0,4
57408,0,0,0,0,0,0,0,0,0,0
57409,574,417,442,382,591,257,450,564,322,437
57410,1417,1445,1184,1525,1485,1130,1470,2731,1934,1825
57412,1,1,0,0,0,6,2,3,0,0
57413,41,16,21,277,160,39,70,12,182,143
57414,2251,2071,1843,1221,2152,857,1724,1214,1425,1369
57415,157,137,108,73,185,121,109,355,312,348
57418,282,370,320,376,258,217,473,335,477,281
57419,472,570,290,279,569,333,259,91,96,444
57446,1015,1044,709,696,1090,613,1088,1663,592,838
57447,3315,3235,1894,4182,2243,861,1543,641,1164,1306
57448,4129,3648,1918,1298,2914,2357,2687,4986,3532,3792
57449,546,486,484,376,434,324,1088,822,443,573
57451,59,67,97,12,33,6,19,5,8,30
57452,129,138,102,459,166,115,186,30,19,87
57453,48,109,86,77,51,11,32,13,5,44
57455,920,774,821,1057,940,410,740,751,593,569
57456,1070,1114,798,524,914,674,731,984,939,637
57458,1591,488,368,812,1177,402,520,111,625,476
57459,29,22,18,17,20,25,34,25,22,20
57460,397,294,358,136,286,277,606,1920,1076,288
57461,296,283,260,298,296,153,223,291,399,159
57462,354,438,336,99,359,209,539,910,301,182
57463,388,414,301,151,375,146,271,213,51,386
57464,79,48,50,47,133,113,286,106,291,72
57465,710,647,737,173,780,745,563,368,684,1421
57466,906,723,677,816,885,685,981,1012,1061,914
57467,1,39,36,4,0,4,3,0,3,1
57468,23,26,17,15,14,4,18,4,29,12
57469,124,99,49,101,66,89,76,46,49,56
57470,1099,1079,855,727,991,656,1012,866,1083,964
57471,78,45,54,33,74,126,118,25,48,45
57472,1609,1387,1199,500,1410,1073,1275,1793,1110,1560
57473,509,468,429,243,503,484,642,1151,1157,2256
57474,274,221,173,88,246,210,278,209,192,164
57475,163,309,159,42,161,95,411,1818,215,695
57476,312,169,185,597,280,248,434,329,244,139
57477,3999,2551,2025,1058,3268,741,1519,2094,364,1105
57478,1360,750,696,482,704,509,687,696,1297,709
57479,1212,1067,878,591,854,650,1104,1319,1057,1350
57480,1736,853,1098,2318,1883,872,1324,750,1251,741
57481,8,4,4,0,3,1,0,1,0,1
57482,157,54,134,112,167,307,205,789,66,136
57484,152,231,207,173,227,132,265,87,71,187
57486,511,362,385,299,336,443,507,1808,1188,1342
57488,5029,4710,4392,5933,7731,2977,4725,3096,3223,5700
57489,1039,1228,1494,282,861,1169,1693,1357,1499,1494
57491,397,35,83,58,281,38,39,252,72,16
57492,2626,2116,1743,1454,2177,1578,1756,1519,1771,1598
57493,9725,7965,5218,6482,9129,4783,3530,1809,2113,1626
57494,1930,2097,1882,846,1443,1136,1981,1365,346,3347
57495,1,0,1,3,1,0,0,4,0,0
57496,3902,2041,1612,1684,1741,1591,3482,2031,1872,1640
57497,2,0,1,0,0,0,1,0,0,1
57498,4879,3808,3123,2058,3798,2058,2968,6981,2522,3605
57501,82,147,113,45,82,44,89,135,85,81
57502,216,73,66,89,52,39,70,9,3,7
57504,638,836,597,407,611,484,1141,2008,690,1713
57505,515,505,454,329,541,449,780,1041,727,626
57506,4221,4487,3069,2354,3720,2687,3171,5224,1771,3123
57507,1456,1079,1416,347,840,697,1088,1608,1285,1402
57508,675,513,441,220,460,471,590,1306,511,637
57509,5872,5001,3369,2656,4288,3712,4989,28522,1645,7136
57510,908,702,750,593,860,1161,1769,2858,2040,1456
57511,697,650,534,261,556,569,734,1426,552,664
57512,17,15,4,0,14,1,1,18,164,4
57513,1728,1555,1419,1793,2111,350,831,718,475,415
57514,5325,4058,2898,2420,4358,1311,1509,563,1262,775
57515,12534,12130,8410,11023,12127,3833,5087,5974,5710,6838
57519,2349,2961,2021,1730,1815,410,1136,941,442,896
57520,2638,1563,959,92,1669,457,484,555,324,753
57521,910,710,627,648,835,446,899,1144,558,715
57522,570,526,422,508,452,417,374,878,397,410
57523,1357,1221,1242,636,1063,620,2043,2204,1381,1299
57524,4,1,2,1,7,3,44,46,4,74
57526,43,15,23,258,36,18,51,25,6,17
57528,307,192,160,20,96,84,33,20,22,174
57529,5,3,8,1,8,7,2,3,6,3
57530,2488,3755,2946,77,3115,657,3019,11241,1964,2450
57531,650,584,368,230,497,265,319,319,273,408
57532,3809,3437,2909,2417,3204,3403,4085,7952,5334,4526
57533,1138,1080,742,516,1240,651,691,1559,917,807
57534,2353,2188,1461,932,1514,1632,1689,6272,2241,2368
57535,505,737,976,95,592,501,410,447,125,2174
57536,378,558,302,181,350,146,212,458,127,407
57537,449,279,418,251,509,406,1482,14,53,1128
57538,1729,898,880,185,844,377,443,2333,174,893
57539,779,1226,826,259,619,612,628,1549,793,714
57540,6,5,5,6,5,3,55,1,4,10
57541,491,542,381,278,466,409,591,342,666,610
57542,1386,1256,986,777,1035,899,1086,1258,504,763
57544,480,498,338,337,394,246,279,431,199,646
57545,596,1007,732,365,623,363,415,647,400,502
57546,563,745,397,153,348,373,589,543,322,688
57547,164,168,147,49,109,128,169,175,93,181
57549,31,91,56,5,35,69,324,712,366,288
57551,4466,3591,2156,1709,3030,2310,2598,6722,3207,2889
57552,2686,1060,1692,1486,1858,590,1820,718,4060,965
57553,1126,1004,1047,1024,1173,928,1260,933,934,832
57554,122,53,57,29,62,50,90,109,48,114
57555,407,290,407,722,449,821,887,232,344,498
57556,1843,1492,1184,930,1834,258,873,142,110,166
57558,262,212,282,157,282,259,316,489,346,191
57559,174,188,300,121,187,256,270,291,574,200
57560,1405,1668,1219,258,948,1118,714,1195,1542,1860
57561,6336,2009,4920,6061,5676,2418,5634,3370,3786,4621
57562,332,1270,796,271,208,202,258,663,355,395
57563,915,584,532,455,656,468,512,388,563,954
57565,43,14,15,26,20,49,113,5,7,6
57567,422,409,308,215,468,214,367,276,395,391
57568,1903,986,1181,815,1734,777,1643,1388,593,1693
57569,480,464,361,264,195,333,254,182,66,409
57570,427,415,367,250,330,418,657,877,477,650
57571,94,165,61,51,66,70,148,245,26,57
57572,3075,2281,2482,1280,3202,939,2291,3290,700,1082
57573,442,738,393,160,282,274,278,369,76,240
57574,2,9,3,1,2,1,2,8,3,26
57575,156,124,85,62,33,3,42,1,3,19
57576,164,267,216,190,182,36,101,24,45,43
57577,384,819,543,93,281,298,434,720,405,321
57578,0,1,0,0,0,0,0,0,0,0
57579,728,679,685,249,783,514,596,831,956,931
57580,2805,2251,1889,3151,5135,2124,1733,556,1676,1450
57582,38,7,15,17,18,27,44,3,7,7
57583,2036,1501,1533,1162,1862,1622,1676,1941,2429,2603
57584,4053,3929,2800,2637,3170,2159,1781,2871,3484,2315
57585,1664,1453,1278,740,1346,814,1743,1262,1137,1203
57586,21,21,14,0,9,0,9,1248,2,11
57587,1602,1561,1300,899,1203,1399,1314,1521,1991,1733
57589,1723,1162,1055,1125,1399,1274,1210,1247,1016,1388
57590,2390,1947,1493,1275,2079,1909,2222,2540,2738,2373
57591,1143,869,927,1080,1244,1059,1026,1167,1022,609
57592,819,758,545,456,786,472,765,1558,507,901
57593,314,319,281,220,288,251,329,58,95,283
57594,324,295,222,172,294,216,323,317,233,300
57595,255,416,259,225,183,103,174,32,34,66
57596,72,9,30,61,30,8,15,5,9,35
57597,1014,1056,853,600,882,784,887,993,990,856
57599,1487,1632,1203,817,1488,866,1287,1151,1004,1014
57600,5043,2914,2560,2713,3224,1712,2673,3364,1639,4890
57602,1476,1376,1461,2647,2617,1184,1522,2381,1178,2376
57604,302,663,436,144,346,213,236,31,57,237
57605,1205,1129,1005,457,1583,436,727,826,448,258
57606,2813,2361,1842,1468,1965,1158,1457,1903,2124,1627
57608,4980,4106,5868,3253,5686,2530,1653,591,1878,370
57609,2152,1491,1251,899,1683,1071,1493,2423,2155,1130
57610,1079,1286,945,712,1155,602,1031,877,653,839
57611,31,17,32,118,26,22,109,26,16,25
57613,315,333,228,208,356,203,335,327,270,387
57614,1527,1468,1166,546,994,1060,1085,2897,1740,1693
57615,5,11,4,5,6,4,11,57,5,4
57616,270,236,314,618,399,442,379,89,198,200
57617,712,575,497,544,620,528,757,472,662,524
57619,2151,3056,2290,322,2018,1004,2011,1317,2471,2499
57620,1300,1033,923,708,1245,941,1106,1027,1003,962
57621,509,446,446,801,500,374,479,624,904,393
57622,81,52,53,65,94,45,70,30,102,42
57623,260,202,165,191,213,170,208,246,284,194
57624,87,126,269,4,106,17,66,79,17,29
57626,0,0,0,0,0,0,0,0,0,0
57628,21,11,21,0,9,9,24,1457,116,83
57630,1170,1377,1107,518,1197,489,1173,925,995,2077
57631,373,347,239,243,327,122,143,38,44,115
57633,90,68,131,32,62,278,627,197,1219,68
57634,2318,1883,1597,1225,2018,1594,2161,3126,1861,1484
57636,53,120,85,290,152,53,59,131,114,44
57639,193,771,671,64,122,287,488,119,319,306
57642,1,1,0,0,0,0,5,0,1,5
57643,299,289,184,91,264,71,207,508,64,577
57644,133,143,161,95,120,61,147,136,37,132
57645,2518,2778,1640,1016,2321,1083,1719,3562,1712,1875
57646,765,800,616,262,702,665,1035,529,746,1432
57647,481,379,352,348,418,434,524,781,876,310
57648,2048,2843,2326,687,1955,1052,3304,3316,4691,3085
57649,1396,1174,1101,949,1444,1145,1648,1984,2111,1532
57650,109,66,100,35,61,141,115,583,1194,119
57653,2,1,1,0,0,2,0,1,0,0
57654,949,648,667,341,843,627,750,1375,670,821
57655,1984,1916,2083,2085,2745,1476,2211,4595,1523,2495
57657,0,0,0,0,0,0,0,0,0,0
57658,4563,4302,3557,3955,4386,1857,2838,2185,1471,1896
57659,4517,5090,3686,3396,4002,1802,2577,1931,1440,3241
57661,31,60,13,1,2,52,2,36,43,28
57662,668,684,367,22,605,273,658,827,303,861
57663,0,0,0,0,0,0,0,0,0,0
57664,351,333,426,861,458,473,895,196,569,249
57665,68,54,36,29,57,19,41,57,29,46
57666,1200,1008,923,927,1137,610,1142,1829,1096,464
57669,3649,4591,2017,604,2812,635,980,3324,574,2398
57670,374,410,226,151,495,139,280,1010,70,421
57673,138,112,106,35,159,105,111,208,504,171
57674,13610,8498,8123,3605,14014,9229,11508,10234,13931,10493
57677,404,541,333,95,253,323,601,798,204,440
57678,793,840,485,232,472,416,397,1137,486,891
57679,1356,1050,805,555,1018,732,1178,2728,765,1057
57680,2527,2101,1778,1228,2430,1750,2319,4360,2272,2388
57683,456,539,365,228,382,304,409,779,225,157
57684,181,236,148,51,170,161,209,250,133,160
57685,1302,807,1166,459,816,2006,916,122,142,1051
57687,16,28,14,77,27,106,52,3,7,18
57688,1163,818,947,807,1552,636,703,669,1193,1017
57689,35,19,44,70,40,42,57,9,11,34
57690,931,779,671,652,576,494,662,636,281,642
57691,278,187,195,88,154,231,191,505,239,271
57692,104,107,61,30,59,81,144,165,34,58
57693,771,704,717,806,990,679,893,702,676,593
57695,706,713,478,436,972,448,649,2330,729,949
57696,564,566,498,284,485,519,730,1274,898,540
57697,235,113,123,59,113,160,209,293,339,213
57698,2484,2235,1758,920,1624,842,1320,5873,1659,1863
57699,74,45,92,214,128,669,513,67,107,79
57700,1795,1237,1027,687,1304,1095,1323,3967,1136,1226
57701,866,905,849,746,749,623,811,754,801,669
57703,874,744,669,325,665,585,719,1411,919,814
57704,2090,1621,1591,1084,1706,1384,1739,1682,1072,4711
57705,2095,694,978,852,1657,1108,989,1528,1026,1020
57706,507,336,277,745,515,391,444,550,707,341
57707,335,366,311,287,317,257,511,528,797,482
57708,2073,1679,1475,1256,2059,1091,1032,1310,1448,1379
57709,1,1,5,6,2,1,1,3,0,2
57710,190,157,126,110,145,62,100,113,44,69
57711,708,699,595,347,590,569,728,1989,585,671
57713,937,404,457,594,583,879,765,861,614,544
57715,235,248,237,28,242,117,716,1060,288,199
57716,2067,2432,1450,261,3244,128,240,233,150,271
57717,131,153,82,113,113,40,162,479,17,46
57718,0,0,1,0,7,3,0,0,0,0
57719,436,341,466,144,458,303,527,814,406,555
57720,3306,3072,2597,2212,3260,2181,2761,2881,3698,2151
57721,822,627,579,320,675,457,589,720,579,621
57722,50,22,25,64,55,472,201,182,69,90
57724,1842,1807,1567,883,1648,1111,1101,1916,1687,1417
57727,995,1058,962,897,1214,838,896,1047,700,677
57728,857,1635,1050,774,941,593,884,1256,670,913
57730,108,158,130,20,126,145,106,354,149,335
57731,61,56,55,69,47,46,83,19,16,34
57732,351,305,240,310,424,275,404,163,137,353
57733,8,100,8,2,3,4,4,0,2,2
57758,378,267,357,49,272,511,316,316,89,332
57761,332,252,279,101,227,103,243,996,1029,175
57763,740,608,509,277,662,424,644,838,525,767
57786,834,655,544,205,563,654,824,1618,740,863
57787,601,513,467,694,552,362,692,1497,820,516
57794,492,466,414,361,493,368,530,368,448,422
57795,1,0,2,2,3,0,3,1,2,3
57798,2305,2192,1433,1034,1852,1382,1684,1870,1816,2610
57799,824,981,644,340,792,324,660,1009,682,1037
57801,215,259,311,616,442,72,129,128,188,41
57804,993,830,869,1179,1298,713,924,1221,1172,682
57805,2115,1966,1801,1433,2084,1612,1840,4241,1292,1767
57817,6,0,0,28,21,25,35,3,17,39
57818,0,0,0,0,0,0,0,0,0,0
57819,0,0,0,0,0,0,0,0,1,0
57820,715,929,559,832,790,416,693,1997,544,579
57821,21,138,111,8,19,23,14,153,30,40
57822,2,11,7,5,4,6,56,80,6,27
57823,567,307,524,875,648,2350,1220,203,228,522
57824,0,1,0,0,0,0,1,1,0,0
57826,1458,941,1063,933,1427,847,960,1828,1307,1551
57827,2,0,0,1,0,0,0,2,0,0
57828,90,84,54,52,59,39,162,110,25,50
57829,0,0,0,0,0,0,0,0,0,0
57830,2,2,4,3,3,4,6,3,1,5
57834,6,73,39,0,30,31,230,1380,60,47
57835,437,370,440,286,465,213,426,593,219,410
57862,943,803,751,1229,1454,761,911,1101,1005,940
57863,74,91,83,1000,134,120,263,3,27,23
57864,539,598,1157,46,462,276,226,21,85,657
58155,560,457,498,434,481,563,713,894,1186,613
58157,0,0,0,0,0,0,0,67,0,0
58158,0,0,0,1,0,0,0,0,0,0
58160,2,0,4,3,7,2,1,1,14,3
58189,529,219,196,120,543,57,131,108,100,115
58190,3415,3381,2687,3309,3346,1540,2624,2676,1947,1915
58191,6070,3080,3197,3673,5405,1202,2364,1251,1379,3022
58472,2548,1634,1480,1436,2133,909,1750,1435,4638,1772
58473,334,736,527,66,323,209,197,878,192,683
58475,7892,2630,4378,3625,5386,1346,1412,442,1561,2911
58476,892,561,944,2583,1525,507,594,914,460,434
58477,669,561,662,637,784,1480,1058,969,2781,1159
58478,726,702,593,410,726,528,756,1605,1857,906
58480,1692,1271,1262,2121,2580,768,804,1073,745,1340
58483,0,0,0,0,0,0,0,0,0,0
58484,686,281,354,126,706,161,103,97,288,194
58485,1114,1092,745,801,1259,680,842,1008,1010,993
58486,1671,1505,1304,389,1253,1179,1443,2006,1501,1541
58487,3224,3932,3124,1352,2402,2847,2547,5925,2289,3850
58488,789,481,372,380,1090,388,371,576,375,499
58489,643,889,669,94,709,334,1322,947,901,1417
58490,1067,943,847,811,1119,841,971,1667,908,949
58491,198,212,154,143,233,118,126,330,143,97
58492,131,80,93,46,91,73,86,134,59,131
58493,584,447,379,223,567,316,386,423,577,364
58494,1501,1060,1600,989,1785,357,991,234,144,272
58495,111,176,146,3,73,32,140,193,97,188
58496,0,0,0,0,0,1,0,0,0,0
58497,555,592,463,341,612,393,593,1161,330,659
58498,0,0,1,1,0,1,2,1,0,1
58499,591,673,519,284,509,430,673,627,1059,577
58500,282,408,283,170,286,246,371,368,246,376
58503,0,0,0,0,0,0,0,0,0,0
58504,186,73,128,180,107,117,168,233,151,151
58505,1058,895,937,990,1528,1709,1460,1662,3466,1774
58506,1280,1309,1104,1083,1323,658,1084,2158,1853,1102
58508,4607,4259,2980,1899,3294,2036,2439,2674,1926,4767
58509,410,437,356,343,347,270,349,452,302,317
58510,0,0,0,0,0,0,0,0,0,0
58511,613,55,37,890,132,9,25,9,4,54
58512,10,11,13,21,22,12,16,7,22,7
58513,766,726,587,720,771,477,648,783,661,697
58515,688,614,581,955,1099,502,492,461,884,584
58516,90,69,11,63,20,6,21,105,19,11
58517,3914,3088,2832,1183,2640,3180,3748,4098,3362,4295
58524,0,9,4,13,0,6,20,0,0,1
58525,1190,1086,882,1025,1296,750,1109,1110,758,692
58526,3168,1886,1546,1218,2460,602,696,692,808,903
58527,410,223,354,326,627,393,399,1013,715,374
58528,1495,839,706,1375,938,389,561,868,387,1055
58529,116,54,42,42,43,13,46,21,8,41
58530,0,0,0,0,0,0,0,0,0,0
58531,0,0,0,0,0,0,0,0,0,0
58533,1893,1484,1329,1493,2161,1404,1577,2422,2170,1835
58538,3,4,1,1,4,6,13,7,2,2
58985,16,94,38,18,21,3,51,192,14,10
58986,1534,1147,1228,910,1675,851,1764,2024,2232,1248
59067,0,0,0,1,1,2,0,0,3,0
59082,0,1,0,0,0,0,0,0,0,0
59084,371,816,495,45,366,361,618,715,481,643
59269,792,534,548,272,681,621,378,162,639,793
59271,436,537,501,1233,942,408,641,117,712,515
59272,92,52,70,109,148,63,70,31,83,296
59274,968,832,939,2011,1347,342,478,469,430,405
59277,5030,4416,2830,1018,4027,1801,2238,578,1297,1915
59283,24,4,13,21,15,28,25,27,2,2
59284,0,0,0,0,0,0,0,1,0,0
59285,2,211,106,4,4,14,17,0,12,13
59286,921,1014,762,839,1321,696,863,1165,1065,837
59307,813,942,829,496,889,395,911,1085,872,1068
59335,0,0,0,4,2,0,2,0,2,0
59336,1,0,0,0,0,0,0,0,0,0
59338,3172,3318,2104,1094,2540,974,1216,3191,561,1560
59339,3070,1932,1869,2533,2573,1606,2036,1012,1285,1833
59340,19,8,1,4,6,4,9,5,5,4
59341,171,212,247,83,94,113,329,273,509,247
59342,4213,2484,2875,3456,3416,1988,4298,3489,1563,4754
59343,1004,987,760,698,1050,580,740,1698,1506,722
59344,1,0,0,2,3,4,3,11,10,0
59345,3240,1955,2020,1871,2330,1786,1628,1788,1978,2254
59348,313,314,182,144,249,191,281,893,640,279
59349,1030,850,744,601,1005,613,827,1205,900,1313
59350,564,400,391,23,342,13,28,45,30,27
59351,2,4,1,1,0,0,0,0,0,6
59352,92,87,95,228,110,42,374,332,22,221
59353,42,63,43,67,70,24,39,180,6,42
60312,1062,949,678,1486,957,1081,1229,1526,868,672
60313,3541,3346,2467,1959,3066,1853,3754,3213,3915,3818
60314,420,533,357,442,478,338,559,527,578,260
60343,692,890,622,720,624,375,561,815,781,912
60370,422,511,477,1349,616,108,269,195,240,770
60385,14,4,61,35,46,3,13,0,6,3
60386,261,188,231,127,245,122,175,170,378,206
60401,194,97,190,74,139,115,252,30,31,210
60412,1531,1370,1277,1268,1649,1030,1444,1583,2498,1760
60436,464,379,391,437,422,510,664,949,298,236
60437,103,182,270,61,162,67,868,688,73,2200
60439,0,0,0,0,0,0,0,0,0,0
60467,0,0,0,0,0,0,0,0,0,0
60468,257,286,248,299,223,176,166,587,74,53
60481,2435,1959,2126,2604,3974,2558,3296,5548,4911,2394
60482,5,111,60,4,13,1,11,0,4,5
60484,18,3,5,20,7,1,11,4,1,1
60485,1478,1263,1019,1152,1315,404,494,872,1018,761
60487,349,318,338,188,320,265,289,523,441,448
60488,919,726,739,472,933,585,796,1171,1854,945
60489,490,342,341,331,403,425,555,172,286,276
60490,193,215,182,160,228,196,184,218,216,307
60491,425,443,336,188,473,365,454,1102,732,512
60492,785,639,538,376,698,538,559,1049,1157,442
60493,542,372,397,380,684,340,443,818,238,375
60494,5,227,120,8,17,47,17,48,37,38
60495,77,37,160,150,83,40,102,14,6,131
60496,1047,915,768,484,1016,759,964,809,1313,1304
60506,0,0,0,0,0,0,0,0,6,0
60509,579,756,570,266,549,358,647,1439,497,557
60526,412,302,272,154,498,421,525,767,486,520
60528,1098,917,960,735,1067,942,1560,1463,1065,1352
60529,4,2,2,4,0,2,9,10,0,6
60558,843,769,564,364,632,712,933,1355,1012,959
60559,5332,3426,3156,3090,4743,4710,2653,3392,4849,4039
60560,884,870,630,344,698,594,905,1093,867,687
60561,584,610,542,321,556,578,768,743,1179,1011
60592,1533,1545,1139,657,1536,862,2102,2050,3240,2119
60598,19,43,29,51,43,20,49,16,5,19
60625,426,385,348,256,312,311,542,614,305,436
60626,1740,1696,1499,1351,1926,1264,1644,2113,2587,1595
60672,517,450,495,361,501,348,548,471,535,488
60673,453,435,490,835,572,355,475,478,873,280
60674,1604,1610,1207,1379,1938,1889,2941,11256,2229,1975
60675,18,13,41,369,177,18,2,3,11,9
60676,18,11,23,13,58,16,32,4,3,12
60677,224,196,290,217,166,143,265,25,54,154
60678,344,325,235,317,368,201,309,392,567,248
60680,2,0,1,0,2,3,66,20,3,1
60681,852,552,570,1684,1288,2356,1312,1761,4435,710
60682,874,626,602,554,739,540,517,1032,753,683
60684,1715,1402,1097,664,1275,1139,1432,1372,1526,1405
60685,1938,1407,1333,1737,1730,1129,1768,2898,1580,1630
60686,227,273,182,191,240,175,310,369,236,333
63027,1048,1409,1452,466,1819,742,2637,1300,408,3445
63035,315,403,320,445,307,236,590,651,542,727
63036,3,7,3,14,4,3,0,1,0,0
63826,156,181,131,112,168,156,158,135,140,223
63827,13,10,5,18,12,8,25,322,114,2
63874,824,639,609,789,531,619,1268,2176,558,585
63875,452,439,424,350,586,498,610,909,1558,580
63876,569,385,427,110,432,198,129,25,58,260
63877,992,927,754,523,914,562,707,1637,904,784
63891,1002,762,770,692,1018,719,824,917,1044,641
63892,1049,990,944,797,1031,1054,1329,1476,1230,1315
63893,723,698,581,502,767,637,823,1338,1087,1127
63894,574,523,437,344,496,363,561,842,498,663
63895,1109,695,759,248,1272,1490,545,207,282,1806
63897,626,449,398,239,494,405,514,1052,585,719
63898,783,1017,808,140,739,251,474,2810,572,993
63899,365,273,249,134,272,207,301,531,333,208
63901,2740,2041,1603,520,1883,1668,1825,1400,2410,2562
63904,0,0,0,0,0,0,0,0,0,0
63905,711,781,634,608,743,463,645,985,565,549
63906,247,257,220,193,288,182,295,240,240,248
63908,559,549,482,298,496,485,623,638,377,595
63910,318,128,246,250,265,716,423,508,2006,1386
63914,37,57,36,1,13,24,26,45,24,17
63915,0,1,0,0,0,0,0,0,0,0
63916,1427,1206,1280,953,1401,1019,1393,1377,809,1435
63917,1696,1450,1141,938,1517,840,1321,1173,500,3221
63920,125,301,145,29,113,157,184,139,196,290
63922,176,185,263,131,207,162,335,476,770,332
63923,20,27,22,13,20,12,31,19,6,37
63924,0,0,5,263,0,0,0,12,96,0
63925,894,862,802,749,977,676,1076,1543,558,531
63926,140,234,205,71,195,168,292,507,232,265
63928,0,14,1,1,0,3,13,0,0,2
63929,443,595,358,156,361,425,589,499,653,960
63930,0,0,0,1,0,0,2,0,0,0
63931,616,696,498,292,568,476,543,1014,379,450
63932,560,493,450,386,455,284,455,773,552,814
63933,1262,1000,934,473,1046,585,1014,1480,773,1997
63934,83,133,96,77,87,133,103,22,30,50
63935,1111,1193,816,888,995,546,919,892,514,544
63939,762,693,434,216,497,490,621,2070,599,835
63940,0,0,3,0,1,2,0,1,0,1
63941,825,900,568,197,875,393,777,1199,935,877
63943,0,0,0,0,0,0,0,0,0,0
63946,0,0,0,0,0,1,0,1,0,0
63947,0,0,0,0,0,0,0,0,0,0
